
## AOE_damage_bonus_to_spells:
```
## Minion_HP_Module_Kataphron_Destroyer_GL:
```

```


## Minion_HP_Module_Kataphron_Vanguard_GL:
```

```


## Minion_HP_Module_Tarantula_GL:
```

```


## Minion_HP_Module_Vivisector_GL:
```

```


## MinionGodlike_Area_damage_after_10_kills:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Area_large_damage_on_deadly_strike:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Bleed_on_Hit:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_chance_knockback_and_slow_on_hit:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Chance_to_cast_Fabricator_scatter_field_on_struck:
```

```


## MinionGodlike_chance_to_enemies_explode:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Chance_to_lightning_bolt_in_area:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage_based_on_missing_hp:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage_bonus_based_on_debuff:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage_from_reserve:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage_on_Low_HP:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Damage_per_Minion_in_Big_Aura:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Datapool_per_kill:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Halucination_On_Hit:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Heat_resist:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## MinionGodlike_Hp_from_reserve:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## MinionGodlike_Knockback_immunity:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## MinionGodlike_Physical_resist:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## MinionGodlike_Poison_DoT_On_Hit:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Shock_on_Hit:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Shock_on_Hit_Taken:
```

```


## MinionGodlike_Slow_immunity:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## MinionGodlike_Slow_on_Kill:
```
techadeptsummon_cremator_crawler_autogun_item (godlike)
techadeptsummon_cremator_crawler_lasgun_item (godlike)
techadeptsummon_cremator_crawler_meltagun_item (godlike)
techadeptsummon_kastelan_robot_fists_melee_item (godlike)
techadeptsummon_kastelan_robot_fists_ranged_item (godlike)
techadeptsummon_kastelan_robot_flamer_item (godlike)
techadeptsummon_kastelan_robot_phosphor_gun_item (godlike)
techadeptsummon_kataphron_destroyer_flamer_item (godlike)
techadeptsummon_kataphron_destroyer_grav_cannon_item (godlike)
techadeptsummon_kataphron_destroyer_phosphor_blaster_item (godlike)
techadeptsummon_kataphron_destroyer_plasma_cannon_item (godlike)
techadeptsummon_kataphron_vanguard_axe_aoe_item (godlike)
techadeptsummon_kataphron_vanguard_axe_single_item (godlike)
techadeptsummon_tarantula_turret_boltgun_item (godlike)
techadeptsummon_tarantula_turret_flamer_item (godlike)
techadeptsummon_tarantula_turret_lasgun_item (godlike)
techadeptsummon_tarantula_turret_missile_launcher_item (godlike)
techadeptsummon_vivisector_crawler_chainsaw_item (godlike)
techadeptsummon_vivisector_crawler_claw_item (godlike)
```


## MinionGodlike_Stun_immunity:
```
booster_damage_bonus_item (godlike)
booster_damage_reduce_item (godlike)
booster_hp_bonus_item (godlike)
booster_hp_regen_item (godlike)
booster_movement_speed_bonus_item (godlike)
booster_shield_bonus_item (godlike)
```


## More_rockets_demolition_armor:
```
demolition_armor (godlike)
```


## More_warp_damage_on_low_life:
```
belt_psyker_a_Exposed_belt_Psyker (ancient)
force_rod (godlike)
force_rod_2 (godlike)
force_rod_2_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_rod_3 (godlike)
force_rod_3_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_rod_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_staff (godlike)
force_staff_2 (godlike)
force_staff_2_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_staff_3 (godlike)
force_staff_3_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_staff_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_sword (godlike)
force_sword_2 (godlike)
force_sword_2_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_sword_3 (godlike)
force_sword_3_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
force_sword_b_BIG_weapons_psyker_More_warp_damage_on_low_life (biggodlike)
```


## Movement_bonus_if_no_damage_received:
```
aetherwalker_armour (godlike)
assault_armor (godlike)
demolition_armor (godlike)
electroid_shielding (godlike)
empyrean_armour (godlike)
fabricator_distortion_armour (godlike)
hololithic_armour (godlike)
necromechanic_raiment (godlike)
sentinel_armor (godlike)
stealth_bodysuit (godlike)
technomartyr_vestment (godlike)
warpbound_armour (godlike)
```


## Movement_speed_after_spell_cast:
```
aetherwalker_armour (godlike)
aetherwalker_armour_b_Big_armours_psyker_Movement_speed_after_spell_cast (biggodlike)
empyrean_armour (godlike)
empyrean_armour_b_Big_armours_psyker_Movement_speed_after_spell_cast (biggodlike)
warpbound_armour (godlike)
warpbound_armour_b_Big_armours_psyker_Movement_speed_after_spell_cast (biggodlike)
```


## Nova_after_deflect:
```
eye_implant_a_Deflect_eye (ancient)
storm_shield_b_BIG_shields_Nova_after_deflect (biggodlike)
suppression_shield_b_BIG_shields_Nova_after_deflect (biggodlike)
```


## Reflect_damage_based_on_missing_hp:
```
aetherwalker_armour (godlike)
aetherwalker_armour_b_Big_armours_psyker_Reflect_damage_based_on_missing_hp (biggodlike)
aetherwalker_armour_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
assault_armor (godlike)
assault_armor_b_Big_armours_crusader_Reflect_damage_based_on_missing_hp (biggodlike)
assault_armor_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
demolition_armor (godlike)
demolition_armor_b_Big_armours_crusader_Reflect_damage_based_on_missing_hp (biggodlike)
demolition_armor_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
electroid_shielding (godlike)
electroid_shielding_b_Big_armours_techadept_Reflect_damage_based_on_missing_hp (biggodlike)
electroid_shielding_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
empyrean_armour (godlike)
empyrean_armour_b_Big_armours_psyker_Reflect_damage_based_on_missing_hp (biggodlike)
empyrean_armour_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
fabricator_distortion_armour (godlike)
fabricator_distortion_armour_b_Big_armours_assassin_Reflect_damage_based_on_missing_hp (biggodlike)
fabricator_distortion_armour_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
hololithic_armour (godlike)
hololithic_armour_b_Big_armours_assassin_Reflect_damage_based_on_missing_hp (biggodlike)
hololithic_armour_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
necromechanic_raiment (godlike)
necromechanic_raiment_b_Big_armours_techadept_Reflect_damage_based_on_missing_hp (biggodlike)
necromechanic_raiment_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
sentinel_armor (godlike)
sentinel_armor_b_Big_armours_crusader_Reflect_damage_based_on_missing_hp (biggodlike)
sentinel_armor_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
stealth_bodysuit (godlike)
stealth_bodysuit_b_Big_armours_assassin_Reflect_damage_based_on_missing_hp (biggodlike)
stealth_bodysuit_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
technomartyr_vestment (godlike)
technomartyr_vestment_b_Big_armours_techadept_Reflect_damage_based_on_missing_hp (biggodlike)
technomartyr_vestment_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
warpbound_armour (godlike)
warpbound_armour_b_Big_armours_psyker_Reflect_damage_based_on_missing_hp (biggodlike)
warpbound_armour_b_s1_firethorns_armor_Reflect_damage_based_on_missing_hp (biggodlike)
```


## Reflect_damage_based_on_warp_heat:
```
aetherwalker_armour (godlike)
aetherwalker_armour_b_Big_armours_psyker_Reflect_damage_based_on_warp_heat (biggodlike)
empyrean_armour (godlike)
empyrean_armour_b_Big_armours_psyker_Reflect_damage_based_on_warp_heat (biggodlike)
purity_seal_a_High_warp_purity (ancient)
warpbound_armour (godlike)
warpbound_armour_b_Big_armours_psyker_Reflect_damage_based_on_warp_heat (biggodlike)
```


## Reflect_deflected_damage:
```
storm_shield (godlike)
suppression_shield (godlike)
```


## Relic_in_Exposed:
```

```


## Reverse_damage_based_on_warp_heat:
```
